C,D,E,F,G,H,I,K,N,O,R,S,T,U,V,W,Y,Z
20,25.6,42.7,25.6,38.73,26.6,38.59,41.4666666667,21.3928571429,1.3142857143,25.0142857143,45.1842857143,23.6,41.79,22.2,752.1,3,40
10,25.6,42.7,25.6,38.79,26.6,38.656,41.73,20.956,2.28,25.1,45.254,23.6,41.88375,21.9333333333,752.1333333333,2.8333333333,40
0,25.6,42.6266666667,25.5666666667,38.8266666667,26.6,38.6528571429,41.79,20.6814285714,3.1542857143,25.1714285714,45.3214285714,23.6,42.0671428571,21.6666666667,752.1666666667,2.6666666667,40
0,25.6,42.7,25.5,38.9666666667,26.6,38.718,41.6633333333,20.396,4.194,25.236,45.4,23.6,42.24,21.4,752.2,2.5,40
0,25.5,42.7,25.5,39.1266666667,26.6,38.79,41.4633333333,20.1,4.7971428571,25.3042857143,45.4571428571,23.6,42.4,21.1333333333,752.2333333333,2.3333333333,40
0,25.5666666667,42.7,25.4266666667,39.3333333333,26.6,38.9,41.4,19.79,5.35,25.39,45.518,23.6,42.5,20.8666666667,752.2666666667,2.1666666667,40
0,25.5,42.79,25.39,39.4333333333,26.6,38.9,41.29,19.57,5.8257142857,25.39,45.6214285714,23.6,42.5514285714,20.6,752.3,2,40
0,25.5,42.745,25.39,39.6333333333,26.6,38.96,41.29,19.414,6.514,25.434,45.79,23.6,42.612,20.3833333333,752.3166666667,2,38.1666666667
0,25.5,42.79,25.29,39.7666666667,26.6,38.9571428571,41.29,19.2257142857,7.1785714286,25.4685714286,45.79,23.6,42.7,20.1666666667,752.3333333333,2,36.3333333333
20,25.5,42.79,25.29,39.9666666667,26.56,39.09,41.23,19.06,8.354,25.5,45.812,23.6,42.7,19.95,752.35,2,34.5
20,25.5,42.79,25.2,40.09,26.5,39.1057142857,41.36,18.9371428571,9.7971428571,25.5,45.9542857143,23.6,42.7771428571,19.7333333333,752.3666666667,2,32.6666666667
20,25.5,42.76,25.1333333333,40.2233333333,26.56,39.2,41.5,18.89,10.318,25.6,46.09,23.6,42.79,19.5166666667,752.3833333333,2,30.8333333333
30,25.5,42.7,25.1,40.3266666667,26.6,39.2,41.6333333333,18.7928571429,10.6614285714,25.6,46.31125,23.6,42.8214285714,19.3,752.4,2,29
20,25.5,42.59,25.0333333333,40.4666666667,26.6,39.29,41.56,18.6,12.06,25.6857142857,46.5842857143,23.6,43,19.3333333333,752.4666666667,2.3333333333,30.8333333333
20,25.5,42.59,24.89,40.6266666667,26.6,39.29,41.79,18.4985714286,12.4685714286,25.7,46.876,23.6,43.14,19.3666666667,752.5333333333,2.6666666667,32.6666666667
20,25.5,42.59,24.89,40.76,26.6125,39.3725,41.8633333333,18.37,13.216,25.7,47.0257142857,23.6,43.254,19.4,752.6,3,34.5
20,25.5,42.53,24.79,40.8266666667,26.7,39.4,41.9,18.2642857143,13.5857142857,25.7,47.236,23.6,43.3685714286,19.4333333333,752.6666666667,3.3333333333,36.3333333333
30,25.5,42.59,24.79,40.9666666667,26.7,39.4,41.9,18.16,15.236,25.6142857143,47.3671428571,23.6,43.5,19.4666666667,752.7333333333,3.6666666667,38.1666666667
20,25.4266666667,42.59,24.7,41.23,26.7,39.44,41.79,18.0271428571,17.78,25.6,47.576,23.6,43.5671428571,19.5,752.8,4,40
20,25.39,42.59,24.625,41.3425,26.7,39.5,41.79,17.87,19.834,25.6,47.7957142857,23.6,43.718,19.35,752.85,3.8333333333,40
20,25.39,42.6633333333,24.6,41.56,26.7,39.518,41.76,17.6971428571,21.8785714286,25.6,48,23.6,43.8685714286,19.2,752.9,3.6666666667,40
20,25.39,42.7,24.5,41.73,26.7,39.59,42.0333333333,17.456,25.574,25.6,48.1814285714,23.6,44.036,19.05,752.95,3.5,40
30,25.39,42.7,24.5,41.8633333333,26.7,39.59,42.2,17.3642857143,26.9642857143,25.6,48.4,23.6,44.1528571429,18.9,753,3.3333333333,40
10,25.39,42.7,24.39,41.9333333333,26.7,39.6057142857,42.26,17.23,27.7666666667,25.6,48.5357142857,23.6,44.276,18.75,753.05,3.1666666667,40
0,25.39,42.8333333333,24.39,42.1333333333,26.718,39.656,42.26,17.1,29.15,25.6,49,23.6,44.4285714286,18.6,753.1,3,40
0,25.3233333333,43.09,24.29,42.3266666667,26.7514285714,39.6685714286,42.1175,16.9214285714,30.1828571429,25.5857142857,49.3,23.7,44.634,18.3333333333,753.1,3.1666666667,40
0,25.39,43.09,24.29,42.4666666667,26.754,39.7,42.09,16.79,30.79,25.56,49.66,23.6571428571,44.8142857143,18.0666666667,753.1,3.3333333333,40
0,25.29,43.09,24.26,42.59,26.7642857143,39.7,42.09,16.6414285714,31.2957142857,25.5285714286,49.9971428571,23.65,45.05,17.8,753.1,3.5,40
0,25.29,43.09,24.2,42.6633333333,26.754,39.7,41.7566666667,16.518,31.976,25.5,50.29,23.7,45.276,17.5333333333,753.1,3.6666666667,40
0,25.29,43.09,24.1,42.79,26.7514285714,39.7642857143,41.7,16.3185714286,32.4971428571,25.5285714286,50.4414285714,23.7,45.4285714286,17.2666666667,753.1,3.8333333333,40
0,25.29,43.09,24.1,42.8633333333,26.79,39.79,41.7,16.236,34.41,25.5,50.536,23.7,45.59,17,753.1,4,40
0,25.29,43.09,24.0666666667,43,26.79,39.79,41.7,16.2514285714,34.8371428571,25.5,50.5,23.6571428571,45.7128571429,16.8833333333,753.0666666667,3.6666666667,40
0,25.29,43.1266666667,24,43,26.79,39.79,41.76,16.236,35.276,25.5,50.59,23.7,45.978,16.7666666667,753.0333333333,3.3333333333,40
0,25.23,43.2,24,43.2,26.79,39.8371428571,41.79,16.2,36.3528571429,25.5,50.6657142857,23.7,46.1214285714,16.65,753,3,40
0,25.26,43.2,24,43.26,26.79,39.9,41.8633333333,16.1,37.2,25.5,50.856,23.7,46.29,16.5333333333,752.9666666667,2.6666666667,40
0,25.2,43.2,23.89,43.4333333333,26.79,39.9142857143,41.9,16.0857142857,37.87,25.5,50.9,23.7,46.4414285714,16.4166666667,752.9333333333,2.3333333333,40
0,25.2,43.29,23.89,43.56,26.736,40,41.9666666667,15.978,39.152,25.434,50.79,23.7,46.576,16.3,752.9,2,40
0,25.2,43.29,23.8566666667,43.6633333333,26.7,40,42,15.8257142857,40.2671428571,25.4214285714,50.7385714286,23.7,46.7642857143,16.2166666667,752.8833333333,2.1666666667,36.8333333333
0,25.2,43.29,23.79,43.6633333333,26.7675,40,42.06,15.756,41.374,25.434,50.678,23.736,47,16.1333333333,752.8666666667,2.3333333333,33.6666666667
0,25.2,43.3633333333,23.745,43.845,26.7,40.0257142857,42.1266666667,15.6771428571,42.0257142857,25.39,50.59,23.7257142857,47.14,16.05,752.85,2.5,30.5
0,25.1666666667,43.4,23.7,44.03,26.7,40,42.2,15.6,42.6933333333,25.39,50.5,23.79,47.276,15.9666666667,752.8333333333,2.6666666667,27.3333333333
0,25.1,43.4,23.7,44.09,26.7257142857,40.0771428571,42.29,15.5,43.1333333333,25.39,50.5642857143,23.79,47.4714285714,15.8833333333,752.8166666667,2.8333333333,24.1666666667
0,25.1,43.5,23.6333333333,44.1566666667,26.7675,40.145,42.29,15.4266666667,43.8,25.39,50.7514285714,23.736,47.7,15.8,752.8,3,21
0,25.1,43.56,23.6333333333,44.29,26.754,40.2,42.4,15.36,44.5966666667,25.39,50.92,23.79,47.8542857143,15.6833333333,752.75,2.8333333333,21
0,25.1,43.59,23.6,44.3266666667,26.79,40.2,42.4666666667,15.3,45.1966666667,25.39,51.0257142857,23.79,48.094,15.5666666667,752.7,2.6666666667,21
0,25.1,43.59,23.6,44.4666666667,26.79,40.254,42.5,15.2633333333,46.2333333333,25.39,51.29,23.79,48.3214285714,15.45,752.65,2.5,21
0,25.1,43.7,23.5,44.6266666667,26.79,40.2771428571,42.5,15.19,47.4225,25.39,51.29,23.79,48.5,15.3333333333,752.6,2.3333333333,21
0,25.1,43.7,23.5,44.7,26.79,40.29,42.5,15.13,48.0633333333,25.39,51.29,23.79,48.64,15.2166666667,752.55,2.1666666667,21
0,25.1,43.79,23.5,44.8266666667,26.79,40.29,42.5,15.1,48.6333333333,25.39,51.29,23.79,48.718,15.1,752.5,2,21
0,25.0666666667,43.8266666667,23.5,44.9,26.79,40.29,42.56,15.0333333333,48.9666666667,25.33,51.29,23.79,48.8685714286,15.05,752.4333333333,1.8333333333,20.8333333333
0,25,43.9,23.39,44.9333333333,26.7385714286,40.29,42.59,15,49.53,25.3757142857,51.29,23.79,49,15,752.3666666667,1.6666666667,20.6666666667
0,25.0666666667,43.9,23.39,45.06,26.7,40.29,42.59,14.9266666667,50.3966666667,25.31,51.29,23.79,49.0514285714,14.95,752.3,1.5,20.5
0,25,43.9666666667,23.39,45.1266666667,26.6571428571,40.29,42.59,14.89,50.9633333333,25.39,51.29,23.79,49.112,14.9,752.2333333333,1.3333333333,20.3333333333
0,25,44,23.39,45.2,26.6,40.29,42.59,14.89,51.4966666667,25.39,51.09,23.79,49.2,14.85,752.1666666667,1.1666666667,20.1666666667
0,25,44.06,23.3233333333,45.29,26.6,40.3842857143,42.7,14.86,52.03,25.39,51.0771428571,23.815,49.38375,14.8,752.1,1,20
0,25,44.09,23.3233333333,45.3633333333,26.6,40.356,42.7,14.8,52.4233333333,25.39,50.98,23.79,49.4,14.7666666667,752.0166666667,1,20.1666666667
0,25,44.1633333333,23.29,45.5,26.6,40.4,42.7,14.69,52.9633333333,25.39,50.8685714286,23.8042857143,49.4142857143,14.7333333333,751.9333333333,1,20.3333333333
0,25,44.2,23.29,45.56,26.5,40.4,42.7,14.69,53.2966666667,25.39,50.656,23.83,49.46,14.7,751.85,1,20.5
0,25,44.2,23.26,45.59,26.5,40.4,42.7,14.69,54.1666666667,25.39,50.5771428571,23.8614285714,49.5642857143,14.6666666667,751.7666666667,1,20.6666666667
0,24.89,44.29,23.245,45.6725,26.5,40.4,42.7,14.69,54.8333333333,25.39,50.5,23.89,49.7,14.6333333333,751.6833333333,1,20.8333333333
0,24.89,44.29,23.2,45.7,26.5,40.4285714286,42.7,14.66,55.33,25.39,50.4714285714,23.89,49.7,14.6,751.6,1,21
0,24.89,44.3266666667,23.2,45.7666666667,26.5,40.5,42.7,14.66,55.8633333333,25.39,50.4,23.85,49.718,14.6333333333,751.55,1.3333333333,21.6666666667
10,24.9633333333,44.6,23.2,46.0266666667,26.5,40.5,42.7,14.69,56.39,25.3042857143,50.3371428571,23.89,49.8214285714,14.6666666667,751.5,1.6666666667,22.3333333333
0,25,44.7666666667,23.2,46.3266666667,26.5,40.518,42.545,14.69,56.7233333333,25.33,50.29,23.89,49.9,14.7,751.45,2,23
0,25,44.8266666667,23.2,46.4666666667,26.5,40.59,42.6266666667,14.745,57.045,25.29,50.29,23.9685714286,49.6342857143,14.7333333333,751.4,2.3333333333,23.6666666667
10,25,44.73,23.2,46.59,26.5,40.59,42.7,14.83,57.33,25.29,50.2,23.89,49.59,14.7666666667,751.35,2.6666666667,24.3333333333
0,25,44.73,23.2,46.6633333333,26.5428571429,40.5385714286,42.76,14.89,57.6633333333,25.29,50.2514285714,23.9685714286,49.5257142857,14.8,751.3,3,25
0,25,44.9333333333,23.2,46.8266666667,26.58,40.518,43.4666666667,15,57.79,25.29,50.29,24,49.4,14.85,751.25,3,27.5
0,25,45.27,23.2,47.0266666667,26.5,40.6942857143,44.1933333333,15.0666666667,57.93,25.29,50.1942857143,24,49.1914285714,14.9,751.2,3,30
10,25,45.5,23.1,47.36,26.456,41.036,44.4633333333,15.13,58.0666666667,25.29,49.80875,23.956,49.016,14.95,751.15,3,32.5
0,25,45.9633333333,23.1,47.56,26.48625,41.18125,44.7966666667,15.19,58.1266666667,25.236,49.46,24,48.7957142857,15,751.1,3,35
0,24.9266666667,46.2233333333,23.1,47.86,26.4371428571,41.3528571429,45.39,15.33,58.2666666667,25.2128571429,49.2385714286,24,48.59,15.05,751.05,3,37.5
10,24.89,46.4633333333,23.1,48.06,26.456,41.42,45.9233333333,15.4633333333,58.4666666667,25.2,49.072,24,48.4814285714,15.1,751,3,40
0,24.89,46.7233333333,23.1,48.3,26.4214285714,41.5257142857,46.29,15.63,58.4666666667,25.2,48.9285714286,24,48.316,15.1833333333,751,3,40
0,24.89,47.3266666667,23.1,48.56,26.5,41.7,46.23,15.7633333333,58.5266666667,25.16,48.79,23.9528571429,48.2,15.2666666667,751,3,40
0,24.89,47.4,23.1333333333,48.7,26.5,41.7514285714,46.2,15.89,58.4666666667,25.1428571429,48.7385714286,23.956,48.09,15.35,751,3,40
0,24.79,47.4,23.2,48.6266666667,26.5,41.79,46.1266666667,15.89,58.4,25.12,48.7,23.9057142857,48.09,15.4333333333,751,3,40
0,24.79,47.4,23.2,48.5,26.5,41.8685714286,46.06,15.86,58.3633333333,25.1285714286,48.6214285714,23.978,48.036,15.5166666667,751,3,40
0,24.79,47.4,23.2,48.56,26.54,41.79,45.9333333333,15.8,58.1566666667,25.1,48.59,23.89,47.9285714286,15.6,751,3,40
0,24.79,47.4,23.1,48.545,26.5142857143,41.8214285714,45.8633333333,15.8,58.1333333333,25.1,48.59,23.89,47.9,15.6333333333,751,3.1666666667,36.8333333333
0,24.79,47.3633333333,23.2,48.5,26.5,41.812,45.79,15.8,58.1333333333,25.1,48.572,23.89,47.83125,15.6666666667,751,3.3333333333,33.6666666667
0,24.79,47.29,23.2,48.5,26.5,41.8214285714,45.79,16.1966666667,58.79,25.1,48.5,23.89,47.79,15.7,751,3.5,30.5
0,24.7,47.29,23.29,48.4666666667,26.5,41.834,45.79,16.53,58.5966666667,25.1,48.5,23.89,47.79,15.7333333333,751,3.6666666667,27.3333333333
0,24.7,47.29,23.29,48.3266666667,26.5,41.8685714286,45.79,16.84,57.895,25.1,48.5128571429,23.89,47.79,15.7666666667,751,3.8333333333,24.1666666667
0,24.7,47.3266666667,23.39,48.26,26.56,41.856,45.79,17.0666666667,56.9,25.08,48.59,23.89,47.79,15.8,751,4,21
0,24.7,47.3266666667,23.39,48.2,26.5285714286,41.9,45.79,17.4,56.7666666667,25.0285714286,48.59,23.89,47.79,15.9,750.9833333333,4,24.1666666667
0,24.7,47.4,23.39,48.1633333333,26.5,41.9,45.79,17.7,55.4933333333,25,48.59,23.89,47.79,16,750.9666666667,4,27.3333333333
0,24.7,47.4,23.39,48.09,26.5857142857,41.9,45.79,17.7,54.8266666667,25.0142857143,48.6371428571,23.89,47.79,16.1,750.95,4,30.5
0,24.7,47.5,23.39,48.2,26.58,41.92,45.9,17.73,54.4933333333,25.08,48.656,23.89,47.79,16.2,750.9333333333,4,33.6666666667
0,24.7225,47.5225,23.4633333333,48.26,26.5,42,45.9,17.73,53.7666666667,25,48.7,23.89,47.79,16.3,750.9166666667,4,36.8333333333
0,24.73,47.59,23.5,48.29,26.5,42,46,17.7,53.5566666667,25,48.79,23.89,47.812,16.4,750.9,4,40
0,24.73,47.59,23.5,48.29,26.5,42.0514285714,46,17.6333333333,52.7566666667,25,48.79,23.89,47.9,16.4333333333,750.9166666667,4,38
0,24.73,47.6633333333,23.5333333333,48.3633333333,26.5,42.054,46.0266666667,17.99,53.5933333333,25,48.856,23.89,47.9,16.4666666667,750.9333333333,4,36
0,24.7,47.7,23.6666666667,48.23,26.5,42.09,45.8266666667,18.7966666667,51.8666666667,25,48.9285714286,23.9057142857,47.9142857143,16.5,750.95,4,34
0,24.7,47.76,23.8233333333,48,26.5,42.09,45.79,19.29,47.1566666667,25,49,24,48,16.5333333333,750.9666666667,4,32
0,24.79,47.8266666667,23.89,48,26.5,42.1214285714,45.73,19.29,43.29,25,49,24,48,16.5666666667,750.9833333333,4,30
0,24.79,47.9,24,47.76,26.5,42.09,45.6633333333,19.39,39.0566666667,24.956,49.018,24,48,16.6,751,4,28
0,24.79,47.9,24,47.7,26.5428571429,42.09,45.59,19.4633333333,37.4633333333,24.9175,49.0225,24,48,16.7,751,4.1666666667,30
0,24.79,47.9,24.05,47.59,26.5625,42.09,45.59,19.4633333333,35.79,24.9685714286,49,24,47.98,16.8,751,4.3333333333,32
0,24.79,47.9,24.1333333333,47.43,26.54,42.09,45.53,19.6566666667,36.0633333333,25,49,24,47.9,16.9,751,4.5,34
0,24.79,47.9,24.26,47.23,26.5857142857,42.09,45.56,20.0966666667,33.1,24.9685714286,49,24,47.9,17,751,4.6666666667,36
0,24.79,47.9,24.5333333333,46.8633333333,26.56,42.09,45.5,20.5633333333,32.0933333333,25,49,24,47.8057142857,17.1,751,4.8333333333,38
0,24.79,47.9,24.6666666667,46.53,26.6,42.0257142857,45.5,21.0566666667,27.5633333333,25,49,24,47.79,17.2,751,5,40
0,24.8233333333,47.9,24.8233333333,46.1333333333,26.6,42.054,45.5,21.7225,24.2975,25,48.96,24,47.79,17.3166666667,750.9666666667,4.8333333333,40
0,24.89,47.9,24.9633333333,45.86,26.6,42.0128571429,45.4,22.1666666667,22.0266666667,25.0142857143,48.9428571429,24,47.7,17.4333333333,750.9333333333,4.6666666667,40
0,24.89,47.79,25.1,45.514,26.6,42.09,45.3725,22.416,18.5,25.1,48.96,24,47.7,17.55,750.9,4.5,40
0,24.89,47.79,25.1,45.4,26.6,42,45.29,21.9,16.8966666667,25.1,48.9285714286,24,47.7,17.6666666667,750.8666666667,4.3333333333,40
0,24.89,47.76,25.06,45.4,26.6,42,45.2,21.4266666667,17.4966666667,25.1,48.9,24,47.6842857143,17.7833333333,750.8333333333,4.1666666667,40
0,24.89,47.7,25.1285714286,45.3685714286,26.7,42,45.2,21.3966666667,20.3266666667,25.1,48.8057142857,24,47.59,17.9,750.8,4,40
0,24.945,47.645,25.39,44.916,26.7,42,45.2,22.3966666667,17.9933333333,25.1,48.79,24.0714285714,47.6685714286,17.75,750.7333333333,3.6666666667,40
0,25,47.59,25.4842857143,44.6371428571,26.7,42,45.1266666667,23.39,13.5666666667,25.1,48.7257142857,24.1,47.736,17.6,750.6666666667,3.3333333333,40
0,25,47.53,25.434,44.554,26.7,42.06,45.09,23.2633333333,11.8266666667,25.2,48.736,24.1,47.7128571429,17.45,750.6,3,40
0,25.1,47.5,25.4214285714,44.5642857143,26.7,42,45.09,23.1966666667,11.5266666667,25.2,48.7128571429,24.1,47.736,17.3,750.5333333333,2.6666666667,40
0,25.1,47.5,25.5,44.4,26.7,42,45.06,23.4633333333,10.2666666667,25.2,48.678,24.1,47.7,17.15,750.4666666667,2.3333333333,40
0,25.1,47.4666666667,25.5,44.3242857143,26.7,42.09,45,23.7,8.59,25.2,48.59,24.1,47.656,17,750.4,2,40
0,25.1,47.3266666667,25.56,44.178,26.7,42.09,44.9666666667,23.4933333333,8.59,25.2,48.46,24.1,47.6214285714,17.35,750.35,2.5,40
0,25.1,47.29,25.6,44.0642857143,26.7,42.09,44.9,23.5,8.4633333333,25.2,48.3371428571,24.1,47.59,17.7,750.3,3,40
0,25.1666666667,47.29,25.64,43.9,26.7,42.09,44.8633333333,23.6933333333,8.13,25.254,48.29,24.1,47.59,18.05,750.25,3.5,40
0,25.2,47.2,25.6142857143,43.9,26.7,42.09,44.79,24.1566666667,6.8966666667,25.29,48.2642857143,24.1,47.554,18.4,750.2,4,40
0,25.2,47.1266666667,25.6,43.9,26.7,42.09,44.79,23.89,6.8233333333,25.29,48.2,24.1,47.5257142857,18.75,750.15,4.5,40
0,25.2,47.09,25.6,43.9,26.7,42.09,44.79,23.7266666667,6.66,25.3328571429,48.2,24.1,47.5,19.1,750.1,5,40
0,25.2,47.09,25.5,44,26.7,42.1266666667,44.79,23.3933333333,6.8,25.29,48.178,24.1285714286,47.5,19.2,750.05,4.6666666667,40
0,25.23,47.06,25.5857142857,43.9857142857,26.7,42.2,44.79,23.5333333333,7.2566666667,25.3328571429,48.09,24.1,47.5,19.3,750,4.3333333333,40
0,25.23,47,25.6,43.9,26.73,42.2,44.76,23.7266666667,6.73,25.35,48.09,24.1,47.5,19.4,749.95,4,40
0,25.26,47,25.5625,43.9,26.73,42.2,44.7,23.745,5.7,25.3757142857,48.0128571429,24.1,47.5,19.5,749.9,3.6666666667,40
0,25.26,46.9333333333,25.5,43.9,26.79,42.2,44.7,23.6666666667,6.23,25.39,48,24.1,47.5,19.6,749.85,3.3333333333,40
0,25.29,46.9,25.54,43.856,26.79,42.1266666667,44.7,23.6666666667,6.09,25.39,48,24.1,47.5,19.7,749.8,3,40
0,25.29,46.9,25.5428571429,43.79,26.79,42.1266666667,44.7,23.89,5.8666666667,25.39,48,24.1428571429,47.4142857143,19.7166666667,749.75,2.8333333333,40
0,25.29,46.8266666667,25.5,43.79,26.79,42.1266666667,44.7,23.6966666667,5.3933333333,25.33,47.96,24.14,47.4,19.7333333333,749.7,2.6666666667,40
0,25.29,46.9,25.5,43.8214285714,26.79,42.09,44.6266666667,23.0633333333,5.9233333333,25.3471428571,47.9,24.1,47.4,19.75,749.65,2.5,40
0,25.29,46.9666666667,25.39,44.236,26.79,42.09,44.59,22.5966666667,6.9233333333,25.39,47.938,24.1,47.4,19.7666666667,749.6,2.3333333333,40
0,25.29,47.1266666667,25.3328571429,44.6371428571,26.79,42.03,44.59,22.39,8.5933333333,25.39,48.2642857143,24.1428571429,47.4,19.7833333333,749.55,2.1666666667,40
0,25.29,47.26,25.29,45.154,26.79,42.09,44.6266666667,22.3233333333,9.5933333333,25.5,48.634,24.16,47.4,19.8,749.5,2,40
0,25.29,47.5666666667,25.2257142857,45.6685714286,26.79,42.09,44.7,22.29,10.23,25.5,48.8971428571,24.15,47.4,19.6666666667,749.4666666667,2.3333333333,40
0,25.29,47.76,25.2,45.79,26.8566666667,42.09,44.7,22.3566666667,9.9633333333,25.56,49.018,24.1714285714,47.4,19.5333333333,749.4333333333,2.6666666667,40
0,25.29,47.9,25.2,45.79,26.79,42.2,44.7,22.1666666667,9.2566666667,25.6714285714,49.09,24.2,47.4,19.4,749.4,3,40
0,25.3566666667,47.9,25.14,45.956,26.6633333333,42.4,44.9333333333,22.1666666667,9.6633333333,25.7,49.2,24.2,47.4,19.2666666667,749.3666666667,3.3333333333,40
0,25.3233333333,48.23,25.0714285714,46.2642857143,26.5,42.73,45.1333333333,21.9966666667,9.49,25.7514285714,49.2514285714,24.2,47.4,19.1333333333,749.3333333333,3.6666666667,40
0,25.3233333333,48.1566666667,25,46.29,26.4266666667,42.79,45.36,21.6633333333,10.2966666667,25.81,49.334,24.2,47.2957142857,19,749.3,4,40
0,25.39,49.4933333333,24.9057142857,46.4614285714,26.3566666667,43.03,45.56,21.39,11.0633333333,25.89,49.1942857143,24.2,47.156,18.95,749.2666666667,3.8333333333,40
0,25.39,48.7666666667,24.87,46.674,26.29,43.1633333333,45.73,21.53,11.0633333333,25.89,48.79,24.2,47.09,18.9,749.2333333333,3.6666666667,40
0,25.3566666667,48.5,24.6971428571,46.9657142857,26.14875,43.585,45.8633333333,21.53,10.93,25.89,48.5933333333,24.2,47.2,18.85,749.2,3.5,40
0,25.29,48.5,24.5,47.476,26.0428571429,44.0685714286,46.1266666667,21.2633333333,11.4633333333,25.89,48.975,24.2,47.2,18.8,749.1666666667,3.3333333333,40
0,25.29,48.59,24.38,47.9228571429,25.956,44.27,46.3333333333,21.3566666667,11.5633333333,25.956,49.796,24.2,47.2,18.75,749.1333333333,3.1666666667,40
0,25.23,48.6633333333,24.31,48.178,26,44.4971428571,46.53,20.8925,12.7225,26,50.5,24.1333333333,47.26,18.7,749.1,3,40
0,25.2,48.6633333333,24.4685714286,48.0642857143,26,44.254,46.6725,20.5,14.26,26.05,50.745,24.2,47.29,18.7,749.0666666667,3,40
0,25.2,48.59,24.5,47.856,26,44.2,46.7,20.8933333333,14.4,26.1,51.056,24.2,47.29,18.7,749.0333333333,3,40
0,25.2,48.53,24.5,47.7771428571,26,44.178,46.6633333333,20.4333333333,13.5933333333,26.1,51.445,24.2,47.5,18.7,749,3,40
0,25.2,48.53,24.478,47.66,26,44.09,46.53,18.6266666667,17.63,26.1,51.6175,24.2,47.5,18.7,748.9666666667,3,40
0,25.2,48.4,24.4371428571,47.5385714286,26,43.96,46.3633333333,17.7666666667,22.3633333333,26.1,51.7257142857,24.1333333333,47.5,18.7,748.9333333333,3,40
0,25.125,48.4,24.39,47.536,26,43.9,46.29,17.0966666667,27.4933333333,26.16,52.134,24.1333333333,47.56,18.7,748.9,3,40
0,25.1,48.4,24.39,47.59,26,43.9,46.29,16.6966666667,31.96,26.2,52.425,24.1,47.7,18.4166666667,748.95,3,40
0,25.1,48.29,24.3042857143,47.6528571429,26,43.9,46.2128571429,16.3266666667,35.5966666667,26.2,52.53,24.04,47.718,18.1333333333,749,3,40
0,25.1,48.29,24.272,47.678,26,43.94,46.134,16.0666666667,37.4566666667,26.2,52.714,24,47.8083333333,17.85,749.05,3,40
0,25.1,48.29,24.2,47.6942857143,25.9057142857,43.5285714286,46.09,15.7,39.0566666667,26.2771428571,53.5842857143,24,47.9,17.5666666667,749.1,3,40
0,25.1,48.29,24.1,47.79,25.89,43.48,46.09,15.3666666667,40.7233333333,26.29,54.2233333333,23.90375,47.9875,17.2833333333,749.15,3,40
10,25.0666666667,48.29,24.1,47.8528571429,25.89,43.4285714286,46.0514285714,15.1266666667,42.03,26.33,54.67,23.89,48,17,749.2,3,40
0,25,48.29,24.04,47.856,25.934,43.66,46.016,14.7933333333,42.83,26.39,54.4371428571,23.79,47.9,16.6666666667,749.25,2.8333333333,40
0,25,48.26,24,47.9,26,43.9,45.9,14.5666666667,45.16,26.4633333333,54.3266666667,23.83,47.94,16.3333333333,749.3,2.6666666667,40
0,25,48.2,23.89,47.9,26.02,43.834,45.856,14.4266666667,46.36,26.5,54.2233333333,23.89,47.8671428571,16,749.35,2.5,40
0,25,48.1633333333,23.8328571429,47.9,26.1,43.79,45.7385714286,14.33,48.5266666667,26.412,53.678,23.89,47.678,15.6666666667,749.4,2.3333333333,40
0,25,48.09,23.79,47.9666666667,26.2,43.79,45.7,14.4633333333,50.0666666667,26.39,53.116,23.9685714286,47.5257142857,15.3333333333,749.45,2.1666666667,40
0,25,48.06,23.7385714286,48.0928571429,26.2514285714,43.79,45.6685714286,14.5333333333,51.3,26.3733333333,52.9333333333,23.934,47.356,15,749.5,2,40
0,25,48,23.68,48.178,26.29,43.79,45.59,14.6225,52.0475,26.29,52.96,24,47.29,14.9666666667,749.4833333333,2,40
0,25,48,23.6,48.09,26.3614285714,43.79,45.59,14.69,52.43,26.31,53.24,24,47.236,14.9333333333,749.4666666667,2,40
0,25,47.9333333333,23.6,48.2357142857,26.39,43.7,45.59,14.69,52.83,26.33,53.42,24,47.2,14.9,749.45,2,40
0,24.89,47.9,23.54,48.29,26.39,43.7257142857,45.59,14.69,53.03,26.37,53.572,24,47.2,14.8666666667,749.4333333333,2,40
0,24.9633333333,47.8266666667,23.5,48.3685714286,26.39,43.7,45.5,14.69,53.5666666667,26.3233333333,53.59,24,47.2,14.8333333333,749.4166666667,2,40
0,24.89,47.79,23.4725,48.475,26.4214285714,43.7,45.5385714286,14.63,53.9,26.3471428571,54.1957142857,24,47.2,14.8,749.4,2,40
0,24.89,47.73,23.39,48.42,26.5,43.6725,45.5,14.69,54.36,26.39,54.46,24,47.2,14.9333333333,749.35,2.1666666667,40
0,24.89,47.7,23.39,48.5,26.5,43.59,45.5642857143,14.69,54.56,26.39,54.5,24,47.156,15.0666666667,749.3,2.3333333333,40
0,24.89,47.6633333333,23.3185714286,48.5642857143,26.5,43.59,45.55625,14.69,54.6333333333,26.35,54.46,24,47.1371428571,15.2,749.25,2.5,40
0,24.89,47.59,23.29,48.634,26.52,43.536,45.59,14.7633333333,55.16,26.29,54.3214285714,24,47.2,15.3333333333,749.2,2.6666666667,40
0,24.89,47.56,23.29,48.7,26.5571428571,43.5,45.59,14.8,55.4,26.29,54.4,24,47.2,15.4666666667,749.15,2.8333333333,40
