c,d,e,f,g,h,I,k,n,o,r,s,t,u,v,w,y,z
0,19.39,33.3333333333,18.89,31.3566666667,20.5,34.4333333333,32.36,4.4666666667,35.1666666667,20.1,35.3333333333,18.1666666667,39.9,4.3666666667,762.8833333333,7,29.1666666667
0,19.4633333333,33.2,18.9266666667,31.46,20.5666666667,33.9,32.1266666667,4.53,33.8333333333,20.1,35,18.1666666667,39.8266666667,4.5,762.9,7,27
0,19.5333333333,33.26,19,31.6666666667,20.3925,33.595,32.1266666667,4.6566666667,33.96,20.23,34.76,18.1,39.8633333333,4.6166666667,762.85,7,27.1666666667
0,19.6,33.2,19.0333333333,31.9566666667,20.23,33.4333333333,32.09,4.8333333333,34.06,20.3566666667,34.5666666667,18.1666666667,39.79,4.7333333333,762.8,7,27.3333333333
0,19.8233333333,34.9666666667,19.125,32.2225,20.39,34.3233333333,32.09,4.9666666667,32.6666666667,20.5333333333,34.3333333333,18.2,39.9,4.85,762.75,7,27.5
0,19.89,34.9666666667,19.2,32.4666666667,20.53,35.1966666667,32.09,5.03,32.83,20.6666666667,34.1266666667,18.2,39.9,4.9666666667,762.7,7,27.6666666667
0,20.0333333333,34.8666666667,19.29,32.73,20.96,36.13,32.09,5.1566666667,31.6233333333,20.86,33.8633333333,18.2,39.79,5.0833333333,762.65,7,27.8333333333
0,20.1666666667,33.9266666667,19.29,32.79,21.2933333333,37.0566666667,32.03,5.3333333333,31.6933333333,21.0666666667,33.73,18.2,39.73,5.2,762.6,7,28
0,20.23,33.43,19.29,32.76,21.6633333333,37.89,32,5.4,30.6333333333,21.23,33.43,18.2,39.6633333333,5.2666666667,762.55,6.8333333333,30
0,20.3566666667,33.1566666667,19.29,32.7,21.8566666667,38.2233333333,32,5.4333333333,30.5933333333,21.29,33.1566666667,18.2,39.4975,5.3333333333,762.5,6.6666666667,32
10,20.4266666667,34.0666666667,19.39,32.6266666667,22.0666666667,37.5666666667,32.03,5.56,30.6666666667,21.46,32.9666666667,18.26,39.4,5.4,762.45,6.5,34
0,20.5666666667,34.4,19.39,32.76,21.9266666667,36.4933333333,32.09,5.745,28.245,21.625,32.7225,18.29,39.26,5.4666666667,762.4,6.3333333333,36
0,20.6,34.3266666667,19.39,33.23,21.76,35.49,32.06,5.8,27.7633333333,21.76,32.53,18.29,39.2,5.5333333333,762.35,6.1666666667,38
0,20.6975,35,19.3233333333,33.3633333333,21.6333333333,35.29,31.9266666667,5.9333333333,27.43,21.89,32.3633333333,18.3566666667,39,5.6,762.3,6,40
0,20.79,35.26,19.29,33.4333333333,21.7633333333,35.6266666667,31.89,5.9,25.1666666667,21.9633333333,32.23,18.29,38.9333333333,5.6833333333,762.2833333333,6,40
0,20.9266666667,35.4333333333,19.29,33.56,21.9633333333,35.7,31.8233333333,5.9,25.6266666667,22.1333333333,32.0233333333,18.39,38.76,5.7666666667,762.2666666667,6,40
0,21.0666666667,35.4333333333,19.29,33.6266666667,22.1333333333,35.76,31.86,6.03,26.2333333333,22.26,31.8233333333,18.39,38.7,5.85,762.25,6,40
0,21.2,35.1633333333,19.29,33.7,22.3266666667,35.7,32.1333333333,6.1566666667,24.9666666667,22.4266666667,31.5666666667,18.39,38.7,5.9333333333,762.2333333333,6,40
0,21.26,35.03,19.39,33.7,22.4266666667,35.5,32.29,6.1233333333,24.73,22.5,31.36,18.39,38.7,6.0166666667,762.2166666667,6,40
0,21.4266666667,34.79,19.39,33.7,22.5,35.36,32.29,6.19,24.5233333333,22.6,31.03,18.4633333333,38.76,6.1,762.2,6,40
0,21.5,34.73,19.4266666667,33.7,22.5333333333,35.0266666667,32.1333333333,6.2266666667,23.9633333333,22.7266666667,31.03,18.4633333333,38.5,6.1,762.2333333333,5.8333333333,40
0,21.6,34.6266666667,19.5,33.76,22.575,34.8725,32,6.3666666667,23.5566666667,22.79,31.03,18.5,38.5,6.1,762.2666666667,5.6666666667,40
0,21.6666666667,34.5666666667,19.5333333333,33.9,22.5,34.93,31.84,6.5,23.86,22.8566666667,30.89,18.5,38.4333333333,6.1,762.3,5.5,40
0,21.7,33.7966666667,19.6,33.9,22.6633333333,36.2333333333,31.7,6.5,24.0666666667,22.9266666667,30.6,18.5,38.4,6.1,762.3333333333,5.3333333333,40
0,21.7,33.39,19.65,33.79,22.8566666667,37.0933333333,31.6333333333,6.4,24.19,23,30.46,18.5,38.3266666667,6.1,762.3666666667,5.1666666667,40
0,21.73,33.0266666667,19.7,33.56,23.23,37.9266666667,31.6,6.4,24.2633333333,23.0333333333,30.29,18.5,38.29,6.1,762.4,5,40
0,21.79,32.8266666667,19.7,33.4333333333,23.3566666667,38.4,31.5333333333,6.3666666667,23.9666666667,23.1,30.23,18.5,38.23,6.0666666667,762.4166666667,5,40
0,21.73,32.9333333333,19.79,33.26,23.6,38.4666666667,31.4633333333,6.3,22.76,23.1,30.0666666667,18.5,38.2,6.0333333333,762.4333333333,5,40
0,21.79,33.66,19.79,33.2,23.5333333333,37.3333333333,31.39,6.3,23.75,23.1,30,18.55,38.2,6,762.45,5,40
0,21.79,33.7,19.79,33.2,23.5,36.0566666667,31.4266666667,6.3,25.2233333333,23.1,29.89,18.5666666667,38.2,5.9666666667,762.4666666667,5,40
0,21.79,33.5666666667,19.79,33.0666666667,23.5,35.39,31.5666666667,6.2266666667,24.8233333333,23.1,29.8233333333,18.6,38.03,5.9333333333,762.4833333333,5,40
0,21.79,33.3333333333,19.79,32.9,23.5,35.1333333333,31.73,6.19,25.63,23.1,29.7,18.5333333333,38.09,5.9,762.5,5,40
0,21.79,33,19.79,32.8266666667,23.36,34.7266666667,31.93,6.1233333333,26.63,23.1,29.675,18.6,38.09,5.6666666667,762.5833333333,4.8333333333,40
0,21.7,32.645,19.89,32.7233333333,23.0666666667,34.3333333333,32,6.06,26.5633333333,23.0333333333,29.6,18.6,38.09,5.4333333333,762.6666666667,4.6666666667,40
0,21.7,32.4333333333,19.89,32.39,22.86,34.0666666667,31.9266666667,5.9333333333,26.9566666667,22.9633333333,29.6,18.5,38.2,5.2,762.75,4.5,40
0,21.6333333333,32.4333333333,19.79,32.03,22.6666666667,33.9,31.8566666667,5.7633333333,28.2966666667,22.89,29.7266666667,18.5666666667,38.2,4.9666666667,762.8333333333,4.3333333333,40
0,21.6,32.9266666667,19.73,32.1633333333,22.6666666667,34.3,31.8566666667,5.6233333333,29.8233333333,22.89,30.13,18.5,38.2,4.7333333333,762.9166666667,4.1666666667,40
20,21.6,33.26,19.6666666667,32.3266666667,22.96,35.1333333333,32.1266666667,5.2966666667,32.86,22.89,30.53,18.5,38.2,4.5,763,4,40
20,21.6,32.8633333333,19.6,32.5266666667,23.1,35.5266666667,32.3333333333,4.8966666667,34.4666666667,22.89,30.86,18.5,38.23,4.1833333333,763.0666666667,3.8333333333,38
20,21.5333333333,32.99,19.5666666667,32.6933333333,23.23,35.73,32.53,4.56,36.16,22.89,31.1333333333,18.5,38.29,3.8666666667,763.1333333333,3.6666666667,36
20,21.5,33.7566666667,19.5,33.16,23.2225,35.42,32.6633333333,4.3666666667,37.4333333333,22.89,31.46,18.5,38.29,3.55,763.2,3.5,34
20,21.5,34.63,19.39,34.2,23.2,34.9633333333,32.79,4.1266666667,38.9666666667,22.89,31.7266666667,18.5,38.29,3.2333333333,763.2666666667,3.3333333333,32
10,21.5,36.36,19.39,35.9266666667,23.39,35.06,32.8333333333,3.9333333333,40.1,22.89,32.0666666667,18.5,38.29,2.9166666667,763.3333333333,3.1666666667,30
10,21.5666666667,38.0266666667,19.39,36.75,23.2633333333,34.9333333333,32.76,3.76,41.3966666667,22.8233333333,32.1266666667,18.4266666667,38.23,2.6,763.4,3,28
10,21.5,37.8333333333,19.29,37,23.0666666667,34.8633333333,33.1933333333,3.6266666667,42.0633333333,22.76,32.0966666667,18.4633333333,38.26,2.4166666667,763.4333333333,3,27.6666666667
20,21.5666666667,37.36,19.29,36.8,23,34.79,33.4666666667,3.3,43.045,22.7,32.43,18.39,38.2,2.2333333333,763.4666666667,3,27.3333333333
0,21.6,37.06,19.29,36.43,22.76,34.6633333333,33.4,2.9,44.5,22.7,32.7666666667,18.39,38.23,2.05,763.5,3,27
10,21.6,36.86,19.29,36.29,22.6333333333,34.53,33.4,2.5,44.8333333333,22.76,33.1,18.39,38.29,1.8666666667,763.5333333333,3,26.6666666667
10,21.6,36.6933333333,19.29,36.1633333333,22.5,34.5,33.26,1.9,45.7666666667,22.79,33.4633333333,18.39,38.29,1.6833333333,763.5666666667,3,26.3333333333
20,21.6,36.3,19.29,36.03,22.4266666667,34.4333333333,33.2,1.4933333333,46.8333333333,22.79,33.6633333333,18.39,38.03,1.5,763.6,3,26
30,21.6,35.9966666667,19.39,35.89,22.39,34.4,33.6666666667,1.0666666667,48.7333333333,22.79,34.03,18.39,38.03,1.25,763.6,2.8333333333,25.3333333333
20,21.6,35.53,19.39,36.4966666667,22.39,34.4666666667,34.1333333333,1,51.1266666667,22.79,34.2233333333,18.39,37.9633333333,1,763.6,2.6666666667,24.6666666667
30,21.6,35.4666666667,19.5,37.09,22.3566666667,34.6266666667,34.06,0.6,51.23,22.79,34.45,18.39,38.09,0.75,763.6,2.5,24
20,21.625,35.4,19.5,36.9633333333,22.29,34.7,33.86,0.1333333333,51.5633333333,22.73,34.6566666667,18.39,38.2,0.5,763.6,2.3333333333,23.3333333333
20,21.7,35.3266666667,19.6,36.6633333333,22.26,34.7,33.4966666667,-0.4,52.7933333333,22.79,34.93,18.39,38.26,0.25,763.6,2.1666666667,22.6666666667
20,21.79,35.1633333333,19.6,36.53,22.2,34.7,32.89,-0.8,53.7333333333,22.79,35.2666666667,18.3566666667,38.29,0,763.6,2,22
30,21.79,35.03,19.7,36.4666666667,22.1,34.7,32.59,-1.0666666667,54.8233333333,22.79,35.4666666667,18.29,38.3633333333,-0.0333333333,763.5666666667,1.8333333333,21.6666666667
20,21.8233333333,34.9666666667,19.7,36.3266666667,22.0333333333,34.6266666667,32.4633333333,-1.26,55.8233333333,22.73,35.6266666667,18.3566666667,38.29,-0.0666666667,763.5333333333,1.6666666667,21.3333333333
20,21.89,34.9,19.7,36.26,21.9633333333,34.59,32.4333333333,-1.5333333333,56.7266666667,22.79,35.7,18.3566666667,38.29,-0.1,763.5,1.5,21
30,21.89,34.76,19.7,36.1266666667,21.89,34.59,32.4333333333,-1.6,57.8,22.79,35.79,18.29,38.29,-0.1333333333,763.4666666667,1.3333333333,20.6666666667
20,21.89,34.7,19.7,36,21.89,34.645,32.29,-1.6,59.2933333333,22.79,35.8633333333,18.29,38.29,-0.1666666667,763.4333333333,1.1666666667,20.3333333333
20,21.89,34.56,19.7,36,21.8566666667,34.6633333333,32.2,-1.6975,59.795,22.79,36.09,18.29,38.29,-0.2,763.4,1,20
30,21.89,34.4333333333,19.745,35.845,21.79,34.53,32.2,-1.93,60.2333333333,22.79,36.2233333333,18.29,38.23,-0.4,763.4666666667,1.1666666667,27.1666666667
20,21.9633333333,34.5,19.76,35.9633333333,21.79,34.53,32.1933333333,-1.76,62.36,22.8233333333,36.36,18.29,38.1633333333,-0.6,763.5333333333,1.3333333333,34.3333333333
20,21.89,34.7,19.7,36.1633333333,21.73,34.7233333333,32.5266666667,-1.76,62.5666666667,22.8233333333,36.5,18.29,38.09,-0.8,763.6,1.5,41.5
20,21.9266666667,34.7,19.7,36.3266666667,21.6666666667,34.9333333333,33.0666666667,-1.8333333333,63.7566666667,22.79,36.6266666667,18.29,38.2666666667,-1,763.6666666667,1.6666666667,48.6666666667
30,21.9266666667,34.7,19.7,36.4666666667,21.6,35.06,33.4666666667,-1.6333333333,65.43,22.73,36.8333333333,18.29,38.4975,-1.2,763.7333333333,1.8333333333,55.8333333333
20,21.89,34.73,19.6,36.53,21.5,35.23,33.59,-1.5,66.4266666667,22.6666666667,37.03,18.29,38.6633333333,-1.4,763.8,2,63
20,21.89,34.79,19.6,36.6633333333,21.5,35.29,33.39,-1.5666666667,66.6933333333,22.6,37.2233333333,18.29,38.7,-1.3333333333,763.7666666667,1.8333333333,62.8333333333
20,21.89,34.8266666667,19.6,36.79,21.39,35.29,33.1633333333,-1.7,67.0333333333,22.6,37.5666666667,18.29,38.7,-1.2666666667,763.7333333333,1.6666666667,62.6666666667
20,21.89,34.9,19.5333333333,36.8633333333,21.39,35.29,33.1633333333,-1.76,67.1,22.6,37.8333333333,18.29,38.7,-1.2,763.7,1.5,62.5
30,21.79,34.9,19.5,37.03,21.29,35.2,33.3,-1.8266666667,68.2633333333,22.5,38.1566666667,18.29,38.7,-1.1333333333,763.6666666667,1.3333333333,62.3333333333
20,21.79,34.9975,19.4266666667,37.09,21.23,35.2,33.5,-1.9666666667,68.4566666667,22.5,38.565,18.29,38.79,-1.0666666667,763.6333333333,1.1666666667,62.1666666667
20,21.79,35.09,19.39,37.1266666667,21.1666666667,35.09,33.7,-2.0666666667,68.4333333333,22.5,39.0633333333,18.29,38.8633333333,-1,763.6,1,62
20,21.76,35.29,19.3233333333,37.2,21.1,35.1633333333,33.76,-2.1266666667,69.0333333333,22.39,39.4333333333,18.29,38.9,-1.1166666667,763.55,1,60
20,21.7,35.43,19.29,37.29,21.1,35.29,33.9,-2.09,69.69,22.39,39.5,18.29,38.9,-1.2333333333,763.5,1,58
30,21.6666666667,35.43,19.23,37.29,21.1,35.29,33.9666666667,-2.1175,69.57,22.29,39.59,18.29,39,-1.35,763.45,1,56
20,21.6,35.29,19.2,37.3266666667,21.1,35.3266666667,34.06,-2.2,70.0633333333,22.29,39.59,18.29,38.9333333333,-1.4666666667,763.4,1,54
20,21.6,35.4,19.1333333333,37.4,21.1,35.3266666667,34.06,-2.2,69.8933333333,22.2,39.59,18.29,38.8633333333,-1.5833333333,763.35,1,52
20,21.5333333333,35.3266666667,19.0666666667,37.5,21,35.29,34.2,-2.26,69.96,22.2,39.59,18.29,38.79,-1.7,763.3,1,50
30,21.5,35.4,19,37.5,21,35.26,34.23,-2.5666666667,68.7966666667,22.1,39.73,18.29,38.8633333333,-1.8333333333,763.25,1,47.5
20,21.4266666667,35.3266666667,18.89,37.59,21,35.2,34.29,-2.8333333333,68.6566666667,22.0333333333,39.8633333333,18.29,38.8633333333,-1.9666666667,763.2,1,45
10,21.39,35.83,18.79,37.53,21,35.23,34.1266666667,-3.03,68.6233333333,22.0666666667,40.23,18.29,38.76,-2.1,763.15,1,42.5
0,21.3233333333,36.03,18.79,37.53,20.9266666667,35.23,34.26,-3.2233333333,68.7633333333,22,40.3633333333,18.29,38.7,-2.2333333333,763.1,1,40
0,21.29,36.1566666667,18.76,37.59,20.9633333333,35.26,34.1633333333,-3.29,69.1566666667,21.9633333333,40.59,18.29,38.7,-2.3666666667,763.05,1,37.5
0,21.29,36.29,18.7,37.59,20.89,35.2,34.09,-3.29,69.7566666667,21.89,40.59,18.29,38.73,-2.5,763,1,35
0,21.2,36.26,18.7,37.5,20.8566666667,35.09,34.09,-3.26,69.9633333333,21.89,40.8266666667,18.29,38.8633333333,-2.5333333333,763,1.1666666667,35.3333333333
0,21.2,36.2,18.7,37.5,20.8566666667,35.1633333333,34.09,-3.26,69.8233333333,21.8233333333,40.9666666667,18.29,39,-2.5666666667,763,1.3333333333,35.6666666667
0,21.1666666667,36.09,18.6,37.2,20.8233333333,35.2666666667,34.09,-3.4,69.76,21.79,41.2266666667,18.29,38.9333333333,-2.6,763,1.5,36
0,21.1,36.09,18.6,37.1266666667,20.89,35.4,34.09,-3.4666666667,69.9666666667,21.79,41.56,18.29,38.9,-2.6333333333,763,1.6666666667,36.3333333333
0,21.1,36.09,18.5,37.06,20.89,35.4333333333,34.09,-3.4333333333,70.1566666667,21.7,41.7666666667,18.29,38.8266666667,-2.6666666667,763,1.8333333333,36.6666666667
0,21.0333333333,35.9633333333,18.5,37,20.89,35.5,34.09,-3.5,70.03,21.76,41.9666666667,18.29,38.8266666667,-2.7,763,2,37
0,21,35.845,18.39,36.9,20.89,35.5,34,-3.5,70.65,21.7,42.1,18.29,38.8266666667,-2.75,762.9166666667,2,36
0,20.9633333333,35.79,18.39,36.9,20.9633333333,35.5,34,-3.59,70.53,21.6666666667,42.1633333333,18.29,38.8266666667,-2.8,762.8333333333,2,35
0,20.89,35.79,18.3566666667,36.9,21,35.59,34,-3.4633333333,70.9233333333,21.6,42.03,18.29,38.8266666667,-2.85,762.75,2,34
0,20.8566666667,35.76,18.29,36.9666666667,21,35.6633333333,34,-3.4,71.1933333333,21.6,41.8633333333,18.29,38.73,-2.9,762.6666666667,2,33
0,20.79,35.7,18.29,37,21,35.7,33.9666666667,-3.4,71.4666666667,21.6,41.73,18.29,38.73,-2.95,762.5833333333,2,32
0,20.79,35.7,18.29,37.06,21,35.7,33.9,-3.4,71.59,21.6,41.6633333333,18.29,38.73,-3,762.5,2,31
0,20.79,35.7,18.2,37.09,21,35.745,33.9,-3.4,71.6566666667,21.5333333333,41.59,18.29,38.73,-3,762.45,2,31.3333333333
0,20.7,35.7,18.2,37.1633333333,21,35.7,33.9,-3.3633333333,72.1333333333,21.5666666667,41.4333333333,18.29,38.7,-3,762.4,2,31.6666666667
0,20.7,35.7,18.1,37.245,21,35.7,33.8266666667,-3.29,72.4,21.5,41.4333333333,18.29,38.76,-3,762.35,2,32
0,20.6666666667,35.6633333333,18.1,37.29,21,35.79,33.79,-3.26,72.3566666667,21.4633333333,41.3333333333,18.29,38.9,-3,762.3,2,32.3333333333
0,20.6,35.59,18.0333333333,37.23,21,35.8633333333,33.79,-3.0666666667,73.0966666667,21.39,41.2,18.23,38.8266666667,-3,762.25,2,32.6666666667
0,20.6,35.56,18,37.29,20.89,35.9333333333,33.79,-2.7233333333,73.93,21.4266666667,41.1266666667,18.29,38.845,-3,762.2,2,33
0,20.5333333333,35.5,18,37.29,20.89,35.9333333333,33.73,-2.4633333333,74.4566666667,21.4266666667,41.0666666667,18.29,38.9,-2.7166666667,762.1333333333,2,33
0,20.5,35.59,17.89,37.4333333333,20.89,36,33.7,-2.1633333333,75.0333333333,21.39,40.9666666667,18.29,38.9,-2.4333333333,762.0666666667,2,33
0,20.4266666667,35.53,17.89,37.5,20.89,36,33.7,-1.9633333333,75.4333333333,21.39,40.9,18.29,38.9,-2.15,762,2,33
0,20.39,35.5,17.89,37.53,20.89,36,33.79,-1.745,75.745,21.29,40.8633333333,18.29,38.9,-1.8666666667,761.9333333333,2,33
0,20.39,35.5,17.8233333333,37.53,20.9633333333,36,33.79,-1.5666666667,76.26,21.29,40.79,18.29,38.9333333333,-1.5833333333,761.8666666667,2,33
0,20.29,35.5,17.79,37.53,21,36,33.79,-1.5,76.5266666667,21.29,40.79,18.29,39,-1.3,761.8,2,33
0,20.29,35.56,17.79,37.59,21,36,33.79,-1.3566666667,76.7933333333,21.23,40.79,18.29,39,-1.1833333333,761.75,2,32.5
0,20.29,35.59,17.7,37.6266666667,20.9633333333,36.03,33.79,-1.29,77.06,21.2,40.79,18.23,38.9333333333,-1.0666666667,761.7,2,32
0,20.23,35.53,17.7,37.7,20.89,36.09,33.79,-1.2,77.1233333333,21.2,40.845,18.29,39,-0.95,761.65,2,31.5
0,20.23,35.53,17.7,37.79,20.9633333333,36.09,33.79,-1.1333333333,77.3966666667,21.2,40.79,18.23,38.9333333333,-0.8333333333,761.6,2,31
0,20.2,35.5,17.7,37.8633333333,20.89,36.09,33.79,-1.0666666667,77.7266666667,21.1333333333,40.9,18.2,39,-0.7166666667,761.55,2,30.5
0,20.2,35.5,17.7,37.9,20.89,36.09,33.8266666667,-0.9333333333,77.9333333333,21.1333333333,40.9,18.2,39,-0.6,761.5,2,30
10,20.2,35.53,17.6333333333,37.9,20.89,36.1633333333,33.8266666667,-0.8666666667,78.0633333333,21.1,41,18.2,39.23,-0.55,761.4333333333,2.1666666667,30.5
20,20.1333333333,35.59,17.6,37.8633333333,20.84,36.145,33.79,-0.7333333333,78.2633333333,21.1,40.8,18.2,39.29,-0.5,761.3666666667,2.3333333333,31
30,20.1,35.6266666667,17.6,37.6566666667,20.7,36,34.2266666667,-0.6666666667,78.6,21.0666666667,40.2333333333,18.2,39.1633333333,-0.45,761.3,2.5,31.5
20,20.1,35.7,17.7,37.545,20.7,35.9333333333,34.5,-0.5333333333,78.8666666667,21,39.6933333333,18.2,39.03,-0.4,761.2333333333,2.6666666667,32
10,20.1,35.56,17.7,37.3633333333,20.7,35.8633333333,34.06,-0.3666666667,79.1333333333,20.9633333333,39.2233333333,18.2,38.6633333333,-0.35,761.1666666667,2.8333333333,32.5
0,20.1,35.56,17.7,37.29,20.6333333333,35.73,34,-0.2333333333,79.4,20.89,38.9633333333,18.2,38.59,-0.3,761.1,3,33
0,20.0666666667,35.76,17.7,37.4,20.6333333333,35.7,33.6333333333,-0.0666666667,79.7266666667,20.89,38.6333333333,18.2,38.495,-0.15,761.0333333333,3,34.5
0,20,35.7,17.7,37.4666666667,20.6333333333,35.6266666667,33.4333333333,0.1,79.9725,20.8233333333,38.36,18.1666666667,38.1633333333,-5.55111512312578E-17,760.9666666667,3,36
0,20,35.6266666667,17.7,37.4666666667,20.6,35.5,33.26,0.2666666667,80.23,20.79,38.1633333333,18.1666666667,37.9633333333,0.15,760.9,3,37.5
0,20,35.7,17.7,37.4,20.5333333333,35.4333333333,33.1266666667,0.4,80.3333333333,20.73,37.9633333333,18.1,37.76,0.3,760.8333333333,3,39
0,20,35.73,17.7,37.4,20.5,35.4,33,0.5333333333,80.4,20.7,37.79,18.1,37.5666666667,0.45,760.7666666667,3,40.5
10,20,35.79,17.7,37.3266666667,20.5,35.4,33.06,0.8666666667,80.5633333333,20.7,37.6566666667,18.1333333333,37.5666666667,0.6,760.7,3,42
0,20,35.7,17.7,37.1633333333,20.5,35.26,33,1.1333333333,80.83,20.6,37.4666666667,18.2,37.96,0.8,760.5833333333,3.5,45.1666666667
0,20,35.6266666667,17.7,37.1633333333,20.5,35.1266666667,33,1.46,81.03,20.6,37.4,18.2,38.6933333333,1,760.4666666667,4,48.3333333333
0,20,35.645,17.73,37.2,20.4633333333,35.0266666667,33,1.6666666667,81.03,20.6,37.3633333333,18.2,38.9666666667,1.2,760.35,4.5,51.5
0,19.89,35.7,17.79,37.2,20.39,34.9666666667,33,2.03,80.9666666667,20.5333333333,37.29,18.2,39.23,1.4,760.2333333333,5,54.6666666667
0,19.9633333333,35.7,17.79,37.26,20.39,34.93,33.09,2.2233333333,80.76,20.5,37.2,18.2,39.29,1.6,760.1166666667,5.5,57.8333333333
0,19.89,35.79,17.8566666667,37.2,20.3233333333,34.79,33.03,2.6566666667,80.59,20.5,37.1633333333,18.2,39.26,1.8,760,6,61
0,19.89,35.73,18,36.9666666667,20.29,34.7,33.03,2.99,80.2566666667,20.4266666667,37.03,18.2,39,2.0333333333,759.85,6,61.6666666667
10,19.89,35.76,18.0666666667,36.9,20.29,34.7675,33.0225,3.3,78.3966666667,20.39,37,18.2,38.7233333333,2.2666666667,759.7,6,62.3333333333
0,19.89,35.8333333333,18.1333333333,36.8333333333,20.29,34.8633333333,33,3.6333333333,75.9233333333,20.39,36.9333333333,18.2,38.59,2.5,759.55,6,63
0,20,39.5266666667,18.2,36.7,20.29,34.9333333333,33,4.1,72.2566666667,20.3566666667,36.9,18.2,38.4666666667,2.7333333333,759.4,6,63.6666666667
10,20,38.5266666667,18.245,36.845,20.29,35,33,4.3666666667,68.7966666667,20.29,36.8266666667,18.2,38.2666666667,2.9666666667,759.25,6,64.3333333333
0,20,37.8333333333,18.29,36.76,20.29,35.09,33,4.545,65.2,20.29,36.76,18.1333333333,38.0266666667,3.2,759.1,6,65
10,20,37.76,18.29,36.6266666667,20.29,35.09,33,4.59,63.2333333333,20.29,36.7,18.1333333333,37.7666666667,3.2833333333,758.9333333333,6.3333333333,57.5
10,20,37.56,18.29,36.56,20.26,34.7666666667,33,4.59,62.2333333333,20.26,36.6633333333,18.2,37.545,3.3666666667,758.7666666667,6.6666666667,50
10,19.9266666667,37.36,18.29,36.4333333333,20.1333333333,34.8933333333,33,4.7933333333,62.5566666667,20.26,36.6633333333,18.1,37.4,3.45,758.6,7,42.5
0,19.9266666667,37.4633333333,18.3233333333,36.4,20.3233333333,35.6566666667,33,5,62.89,20.2,36.56,18.1,37.3266666667,3.5333333333,758.4333333333,7.3333333333,35
0,19.9266666667,37.6633333333,18.39,36.4,20.39,35.6566666667,33.1333333333,5,63.63,20.2,36.5,18.1,37.1633333333,3.6166666667,758.2666666667,7.6666666667,27.5
0,19.89,37.5,18.39,36.4,20.39,35.79,33.26,5,64.49,20.1333333333,36.59,18.1,37.09,3.7,758.1,8,20
10,19.89,37.36,18.39,36.3266666667,20.39,35.8633333333,33.26,4.8666666667,64.7633333333,20.1333333333,36.59,18.1,37,3.6666666667,757.9833333333,8.1666666667,24
0,20,39.03,18.39,36.6,20.39,35.8633333333,33.4333333333,4.7266666667,65.1633333333,20.1,36.7,18.1,36.9333333333,3.6333333333,757.8666666667,8.3333333333,28
0,20,37.9566666667,18.39,37.1333333333,20.39,35.79,33.56,4.6233333333,66.49,20.1,36.7,18.1,36.8633333333,3.6,757.75,8.5,32
0,20,37.49,18.39,37.26,20.39,35.79,33.73,4.69,67.1566666667,20.0666666667,36.7,18.1,36.79,3.5666666667,757.6333333333,8.6666666667,36
0,20,37.195,18.39,37.1266666667,20.39,35.79,33.8633333333,4.6266666667,67.9566666667,20,36.6266666667,18.1,36.76,3.5333333333,757.5166666667,8.8333333333,40
0,20,37.09,18.39,37.06,20.39,35.79,34,4.5,69.6233333333,20,36.6266666667,18.0333333333,36.6266666667,3.5,757.4,9,44
0,20,36.9666666667,18.4633333333,37.06,20.39,35.79,34.06,4.4,71.8333333333,19.9725,36.7225,18,36.59,3.5166666667,757.1833333333,8.8333333333,43.5
0,20,36.8266666667,18.5,37.09,20.3566666667,35.79,34.23,4.3333333333,73.1666666667,19.9633333333,36.79,18,36.59,3.5333333333,756.9666666667,8.6666666667,43
0,20,36.83,18.5,37.09,20.29,35.79,34.3425,4.2633333333,75.36,19.9633333333,36.9,18,36.59,3.55,756.75,8.5,42.5
10,20,37.03,18.4633333333,37.06,20.29,35.79,34.5,4.19,76.5666666667,19.89,36.9,18,36.53,3.5666666667,756.5333333333,8.3333333333,42
0,20.0333333333,39.0666666667,18.39,37,20.29,35.79,34.6266666667,4.09,78.545,19.89,37,18,36.5,3.5833333333,756.3166666667,8.1666666667,41.5
0,20.1,40.7333333333,18.39,37.495,20.3566666667,35.79,34.8333333333,4.19,80.5333333333,19.89,37,18,36.5,3.6,756.1,8,41
0,20.1,39.5666666667,18.5,38.2666666667,20.39,35.9333333333,35.0666666667,4.19,81.1333333333,19.8233333333,37.03,18,36.5,3.75,755.9333333333,8.1666666667,45
0,20.1,39.2933333333,18.5,38.4,20.39,36,35.26,4.3,81.7933333333,19.8233333333,37.09,18,36.5,3.9,755.7666666667,8.3333333333,49
0,20.2,38.6,18.5333333333,38.3633333333,20.3566666667,36.09,35.4633333333,4.3666666667,82.1266666667,19.79,37.2,18,36.59,4.05,755.6,8.5,53
0,20.2,38.2666666667,18.6,38.23,20.29,36.09,35.59,4.4333333333,82.2266666667,19.79,37.2,18,36.59,4.2,755.4333333333,8.6666666667,57
0,20.26,37.93,18.6333333333,38.23,20.29,36.09,35.6566666667,4.5,82.3,19.79,37.29,17.9266666667,36.59,4.35,755.2666666667,8.8333333333,61
0,20.26,37.73,18.7,38.23,20.3566666667,36.09,35.73,4.53,82.19,19.79,37.3633333333,17.89,36.7,4.5,755.1,9,65
0,20.3233333333,37.5,18.73,38.2,20.39,36.09,35.9333333333,4.6566666667,82.19,19.76,37.4,17.89,36.7,4.4833333333,754.9666666667,9,57.3333333333
